minute,gold_diff,xp_diff,level_diff,kills_diff,dragons_diff,barons_diff,towers_diff,inhibs_diff,cs_diff,blue_team_won
26,-7516,-8824,-6,-14,-1,0,-5,-1,25,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,-262,335,-1,-1,0,0,0,0,6,0
3,253,385,1,0,0,0,0,0,10,0
4,603,90,1,1,0,0,0,0,-2,0
5,934,532,2,2,0,0,0,0,-4,0
6,1195,502,2,2,0,0,0,0,-4,0
7,1469,931,0,2,0,0,0,0,8,0
8,1031,656,1,2,0,0,0,0,0,0
9,1448,683,2,3,0,0,0,0,2,0
10,1533,687,-1,3,0,0,0,0,2,0
11,2872,1092,2,6,0,0,0,0,-3,0
12,1861,1338,0,4,0,0,0,0,16,0
13,1711,264,3,4,0,0,0,0,-5,0
14,1752,-27,0,3,1,0,1,0,-3,0
15,-108,-1870,-1,1,1,0,0,0,-26,0
16,814,-1093,0,3,1,0,0,0,-25,0
17,1549,-1013,-2,4,1,0,1,0,-38,0
18,1693,-509,1,4,1,0,0,0,-20,0
19,903,-1656,-1,3,1,0,0,0,-27,0
20,-197,-3877,-2,1,0,0,0,0,-37,0
21,-331,-7146,-6,0,0,0,0,0,-26,0
22,-156,-7966,-5,1,0,0,0,0,-50,0
23,185,-6549,-3,1,0,0,0,0,-35,0
24,1586,-4653,-1,4,0,0,0,1,-37,0
25,2408,-3576,-3,5,1,0,1,1,-42,0
26,1713,-3906,-1,5,1,0,1,1,-41,0
27,718,-5794,-3,4,1,0,1,1,-60,0
28,-1434,-9613,-5,3,1,-1,0,1,-43,0
29,-3421,-11821,-8,2,1,-1,-1,1,-77,0
30,-2970,-9303,-4,3,1,-1,-4,-1,-84,0
31,-2534,-7431,-5,3,2,-1,-4,-1,-63,0
32,-3141,-7169,-3,3,2,-1,-5,-1,-66,0
33,-976,-3239,-2,6,2,-1,-5,-2,-45,0
34,32,-861,0,6,2,-1,-5,-2,-20,0
35,-486,-2014,0,7,2,-2,-5,-3,4,0
36,-1109,-2026,0,7,2,-2,-5,-3,5,0
37,-2008,-1673,1,8,2,-2,-7,-4,-1,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,47,125,0,0,0,0,0,0,3,0
3,41,262,0,0,0,0,0,0,5,0
4,116,213,0,0,0,0,0,0,5,0
5,-83,-643,-1,0,0,0,0,0,-7,0
6,-358,-503,-1,-1,0,0,0,0,-2,0
7,-133,-295,-1,-1,0,0,0,0,6,0
8,38,-619,-1,0,0,0,0,0,-3,0
9,27,-129,1,0,0,0,0,0,10,0
10,-784,-716,-1,-2,0,0,0,0,12,0
11,-404,-1086,0,-1,0,0,0,0,3,0
12,-981,-983,-1,-2,0,0,-1,0,0,0
13,-1159,-1552,-1,-3,-1,0,-1,0,0,0
14,-1314,-2556,-1,-3,-1,0,-1,0,-25,0
15,-1211,-1122,-1,-2,-1,0,-2,0,-10,0
16,85,1148,2,-1,-1,0,-1,0,4,0
17,1520,1832,2,1,-1,0,0,0,-3,0
18,1405,2678,2,0,0,0,1,0,0,0
19,169,142,-1,-1,0,0,1,0,-24,0
20,308,165,0,-2,0,0,1,0,-9,0
21,-710,-3656,-4,-3,0,0,1,0,-30,0
22,-687,-4717,-3,-4,0,0,2,0,-34,0
23,-931,-5059,-3,-5,-1,0,2,0,-22,0
24,-719,-6168,-4,-5,-1,0,2,0,-35,0
25,1336,-2901,-4,-3,-1,0,2,0,-13,0
26,208,-4535,-3,-5,-1,0,2,0,-14,0
27,-2298,-9605,-5,-7,-1,-1,2,0,-17,0
28,-6063,-11938,-7,-8,-1,-1,-3,-2,-39,0
29,-5559,-10775,-7,-9,-2,-1,-3,-2,-14,0
30,-9194,-15833,-11,-12,-2,-1,-6,-3,-54,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,-228,-489,0,0,0,0,0,0,-11,0
3,698,136,1,2,0,0,0,0,-4,0
4,1395,944,1,3,0,0,0,0,16,0
5,1364,850,1,3,0,0,0,0,19,0
6,998,988,2,3,0,0,0,0,14,0
7,329,640,2,2,0,0,0,0,16,0
8,951,1141,0,3,0,0,0,0,30,0
9,1935,1645,3,5,0,0,0,0,25,0
10,2921,2578,2,7,0,0,0,0,37,0
11,1142,1777,1,4,-1,0,0,0,48,0
12,1633,2089,3,5,-1,0,0,0,39,0
13,2210,2038,0,6,-1,0,0,0,27,0
14,3695,4134,3,9,-1,0,0,0,33,0
15,4789,5456,5,9,-1,0,2,0,53,0
16,5529,6349,4,10,-1,0,2,0,66,0
17,5831,6981,4,10,-1,0,3,0,70,0
18,6436,9023,8,11,0,0,3,0,89,0
19,7255,9033,7,12,0,0,4,0,91,0
20,6209,7921,5,11,0,0,4,0,102,0
21,4641,1901,0,10,0,0,4,0,111,0
22,4794,2210,2,10,0,0,4,0,120,0
23,1122,-2766,-2,6,0,0,3,0,94,0
24,1073,-3061,-3,6,-1,0,3,0,94,0
25,1230,-2241,-1,6,-1,0,3,0,110,0
26,551,-3115,-2,5,-1,0,3,0,107,0
27,351,-4480,-3,7,-1,-1,3,0,116,0
28,1203,-2770,0,8,-1,-1,3,0,127,0
29,1396,-1887,-1,9,-1,-1,2,0,127,0
30,155,-5315,-4,6,-1,-1,1,0,115,0
31,-825,-3893,-2,6,-2,-1,-1,0,137,0
32,-2173,-6297,-4,4,-2,-1,-1,0,129,0
33,-2280,-5860,-3,4,-2,-1,-2,0,130,0
34,-6036,-12700,-6,1,-2,-2,-3,-1,118,0
35,-6360,-12802,-6,0,-2,-2,-3,-1,122,0
36,-7675,-16238,-4,-2,-3,-2,-5,-1,112,0
37,-8022,-16238,-4,-2,-3,-2,-6,-2,112,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,311,-124,0,1,0,0,0,0,-3,0
3,109,-211,-1,1,0,0,0,0,-13,0
4,197,-177,-1,1,0,0,0,0,-8,0
5,-18,-2,0,0,0,0,0,0,-3,0
6,92,-96,1,1,0,0,0,0,-13,0
7,-412,431,0,0,0,0,0,0,-5,0
8,-736,-227,-1,0,0,0,0,0,-17,0
9,-1860,-1087,0,-2,0,0,0,0,-28,0
10,-1700,-598,-1,-2,0,0,0,0,-18,0
11,-1856,-1039,-1,-2,0,0,0,0,-20,0
12,-764,-755,-1,-1,0,0,0,0,-21,0
13,-1045,-1143,-3,-2,0,0,0,0,-22,0
14,-2567,-315,-1,-3,0,0,-2,0,-16,0
15,-1518,791,1,-2,0,0,-1,0,-10,0
16,-1803,-312,-1,-3,-1,0,-1,0,-16,0
17,-1146,1467,0,-2,-1,0,-1,0,-9,0
18,-1785,1006,0,-3,-1,0,-1,0,-9,0
19,-1622,532,1,-5,-1,0,0,0,-2,0
20,-1397,1596,0,-5,-1,0,0,0,9,0
21,-1136,2557,1,-5,-1,0,0,0,25,0
22,-1370,948,1,-7,-2,0,0,0,14,0
23,-1586,3120,2,-7,-2,0,0,0,-7,0
24,-1310,3684,1,-8,-2,0,0,0,20,0
25,-1295,3585,2,-8,-2,0,0,0,10,0
26,-3356,1142,2,-10,-2,0,-1,0,-4,0
27,-3646,-819,-1,-9,-2,-1,-1,0,3,0
28,-1146,322,0,-8,-2,-1,2,0,1,0
29,-4437,-4233,-4,-13,-1,-1,1,0,-18,0
30,-5709,-6233,-4,-15,-1,-1,-1,-1,-31,0
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,-134,-481,0,0,0,0,0,0,-10,1
3,353,99,0,1,0,0,0,0,-9,1
4,-231,153,1,0,0,0,0,0,-18,1
5,-39,311,0,1,0,0,0,0,-21,1
6,145,515,0,2,0,0,0,0,-24,1
7,457,253,1,3,0,0,0,0,-28,1
8,830,951,0,3,0,0,0,0,-13,1
9,350,541,2,2,0,0,0,0,-12,1
10,713,553,1,3,1,0,0,0,-13,1
11,388,123,1,2,1,0,0,0,-11,1
12,536,312,2,3,1,0,0,0,-17,1
13,2541,2052,2,4,1,0,1,0,8,1
14,2726,2790,3,5,1,0,1,0,8,1
15,5020,5192,6,8,1,0,2,0,23,1
16,3994,5277,4,8,1,0,1,0,19,1
17,5837,6167,6,9,1,0,3,0,26,1
18,4560,6709,5,9,2,0,2,0,22,1
19,6005,8609,7,12,2,0,2,0,34,1
20,3957,7083,4,10,2,0,3,0,13,1
21,3549,5570,2,12,2,0,4,0,23,1
22,3917,5570,4,13,2,0,4,0,25,1
23,3154,5440,3,13,2,0,3,0,40,1
24,2868,4509,3,13,1,0,3,0,25,1
25,5512,8512,6,17,1,0,3,0,45,1
26,7747,12924,7,19,1,1,3,0,45,1
27,6777,10410,6,17,1,1,4,1,67,1
28,5735,7808,4,17,1,1,4,1,31,1
29,7351,10392,7,19,1,1,5,1,46,1
30,9140,12058,7,21,1,1,6,1,53,1
0,0,0,0,0,0,0,0,0,0,1
1,-1,0,0,0,0,0,0,0,0,1
2,116,208,0,0,0,0,0,0,5,1
3,90,64,0,0,0,0,0,0,4,1
4,-1056,-269,-1,-3,0,0,0,0,12,1
5,-1522,-694,-2,-4,0,0,0,0,9,1
6,-2429,-1255,-1,-6,0,0,0,0,1,1
7,-2125,-248,0,-6,0,0,0,0,25,1
8,-3161,-1324,-4,-8,-1,0,0,0,13,1
9,-2896,-1159,-2,-8,-1,0,0,0,11,1
10,-4197,-2449,-3,-11,-1,0,0,0,4,1
11,-5036,-2335,-5,-13,-1,0,0,0,16,1
12,-5895,-2597,-2,-14,-1,0,-1,0,23,1
13,-4288,-1044,0,-12,-1,0,-1,0,31,1
14,-2097,-203,-2,-9,-2,0,-1,0,18,1
15,-258,1340,1,-7,-2,0,0,0,33,1
16,-1207,111,-1,-8,-2,0,0,0,21,1
17,-1709,-737,-1,-9,-2,0,0,0,17,1
18,-2100,-2088,-2,-11,-2,0,2,0,29,1
19,-2047,-1925,0,-11,-2,0,2,0,35,1
20,-737,205,-1,-9,-1,0,2,0,50,1
21,-1047,434,0,-7,-1,0,1,0,32,1
22,-325,100,0,-7,-1,0,2,0,32,1
23,-2263,-2201,-3,-10,-1,0,1,0,32,1
24,-3076,-4992,-5,-10,-1,0,0,0,40,1
25,-2688,-4321,-3,-9,-1,0,0,0,24,1
26,-2171,-4194,-5,-8,-2,0,0,0,23,1
27,1888,3545,2,-4,-2,1,0,0,27,1
28,3055,5887,2,-3,-2,1,0,0,48,1
29,4139,6954,5,-2,-2,1,1,0,77,1
30,5875,8620,4,1,-2,1,0,0,70,1
31,5135,8221,4,0,-1,1,0,1,77,1
32,3969,8330,4,1,-1,1,0,1,60,1
33,5551,10316,4,3,-1,1,2,1,71,1
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,-142,-415,0,0,0,0,0,0,-9,1
3,186,-118,0,1,0,0,0,0,-13,1
4,611,-457,-1,2,0,0,0,0,-19,1
5,502,-696,-2,2,0,0,0,0,-23,1
6,760,-175,-1,2,0,0,0,0,-17,1
7,1187,-65,-1,3,0,0,0,0,-21,1
8,1575,386,2,3,0,0,0,0,-10,1
9,1641,-253,-1,4,0,0,0,0,-34,1
10,2888,464,1,6,0,0,0,0,-28,1
11,3438,993,2,7,1,0,0,0,-28,1
12,5738,2627,3,10,1,0,1,0,-10,1
13,4955,1347,3,9,1,0,1,0,-22,1
14,7850,3680,1,12,1,0,2,0,-4,1
15,6137,1699,1,10,1,0,3,0,-21,1
16,6356,1450,1,11,1,0,3,0,-33,1
17,5686,-38,-1,9,1,0,5,0,-34,1
18,4684,-1093,1,8,2,0,4,0,-36,1
19,2709,-2231,-1,6,2,0,3,0,-43,1
20,2581,-1445,-1,5,2,0,3,0,-31,1
21,2242,-1767,-1,5,2,0,3,0,-44,1
22,3904,3893,3,7,2,0,3,0,-30,1
23,3342,2289,1,6,2,0,3,0,-38,1
24,8044,7684,6,11,3,0,5,2,-12,1
25,9216,9089,4,13,3,0,7,2,-19,1
26,9879,9817,5,14,3,0,7,2,-20,1
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,101,292,0,0,0,0,0,0,5,0
3,543,560,0,1,0,0,0,0,14,0
4,-13,-98,0,0,0,0,0,0,4,0
5,545,61,1,1,0,0,0,0,12,0
6,1737,1066,2,3,0,0,0,0,21,0
7,1563,669,1,3,0,0,0,0,19,0
8,2077,1008,1,4,-1,0,0,0,21,0
9,2649,1919,2,4,-1,0,0,0,32,0
10,1618,1019,2,2,-1,0,0,0,30,0
11,1637,1479,2,2,-1,0,0,0,29,0
12,1425,1310,1,1,-1,0,0,0,27,0
13,2099,1556,0,1,-2,0,1,0,32,0
14,2715,2838,0,1,-2,0,1,0,58,0
15,1918,1766,1,1,-2,0,1,0,53,0
16,1179,871,2,0,-2,0,1,0,42,0
17,2047,2955,1,2,-2,0,0,0,64,0
18,2621,2467,2,1,-2,0,2,0,61,0
19,131,-915,-1,-3,-3,0,1,0,50,0
20,69,-1055,-1,-3,-3,0,1,0,49,0
21,-1270,-6329,-5,-6,-3,0,1,0,44,0
22,1957,-2730,-2,-3,-3,0,1,0,62,0
23,2389,-2636,0,-3,-3,0,2,0,59,0
24,2321,-2916,-1,-3,-3,0,2,0,55,0
25,779,-5638,-3,-6,-4,0,2,0,42,0
26,2095,-4566,-3,-6,-4,0,2,0,62,0
27,1978,-4975,-4,-6,-4,0,2,0,51,0
28,132,-7802,-3,-10,-4,0,2,0,56,0
29,-2610,-13333,-8,-12,-4,-1,1,0,51,0
30,-4992,-15015,-11,-14,-4,-1,-1,-1,39,0
31,-6627,-17231,-10,-18,-4,-1,-2,-1,57,0
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,6,167,0,0,0,0,0,0,-1,1
3,-1127,-479,-1,-3,0,0,0,0,7,1
4,-368,62,-1,-2,0,0,0,0,11,1
5,-934,-568,-1,-3,0,0,0,0,-1,1
6,-1353,-653,-1,-5,0,0,0,0,4,1
7,-837,-390,0,-5,0,0,0,0,7,1
8,-1197,-794,-1,-6,-1,0,0,0,8,1
9,-1758,-832,-1,-7,-1,0,0,0,5,1
10,-2155,-1159,-2,-7,-1,0,0,0,-12,1
11,-2148,-1850,-1,-8,-1,0,0,0,-23,1
12,-1021,-1118,-1,-7,-1,0,0,0,-20,1
13,-1875,-1569,0,-8,-1,0,0,0,-23,1
14,-772,-400,1,-6,-1,0,0,0,-14,1
15,-1790,-1975,-1,-9,-2,0,1,0,-22,1
16,-1979,-1322,0,-8,-2,0,-1,0,-16,1
17,-1107,-2293,-2,-8,-2,0,0,0,-33,1
18,-2384,-4665,-4,-10,-2,0,0,0,-58,1
19,-3033,-5321,-5,-11,-2,0,0,0,-54,1
20,-2023,-2818,-1,-10,-2,0,0,0,-58,1
21,-1511,-3380,-4,-10,-1,0,0,0,-45,1
22,-1617,-3270,-4,-11,-1,0,0,0,-21,1
23,-496,-1138,0,-9,-1,0,-1,0,-16,1
24,-1001,23,-1,-11,-1,0,-1,0,-11,1
25,-987,-524,-1,-11,-1,0,-1,0,-21,1
26,2085,3860,3,-6,-1,0,0,0,-17,1
27,5119,9284,7,-5,0,1,1,0,1,1
28,5555,9774,6,-4,0,1,1,0,3,1
29,7802,11626,7,-1,0,1,4,1,0,1
0,0,0,0,0,0,0,0,0,0,1
1,5,0,0,0,0,0,0,0,0,1
2,73,203,0,0,0,0,0,0,4,1
3,48,198,0,0,0,0,0,0,6,1
4,691,694,1,1,0,0,0,0,13,1
5,276,-366,-1,1,0,0,0,0,-10,1
6,458,600,1,1,0,0,0,0,11,1
7,727,352,1,1,1,0,0,0,12,1
8,569,-131,1,1,1,0,0,0,4,1
9,1877,1152,1,4,1,0,0,0,17,1
10,2467,1328,2,5,1,0,0,0,22,1
11,2438,1386,0,5,1,0,0,0,21,1
12,2784,1029,1,6,1,0,0,0,26,1
13,4187,2733,1,9,2,0,0,0,43,1
14,3781,2898,1,9,2,0,0,0,46,1
15,3911,2748,3,9,2,0,1,0,60,1
16,1478,1696,1,7,2,0,0,0,66,1
17,1125,-81,1,7,2,0,0,0,56,1
18,3416,1070,0,8,1,0,2,0,61,1
19,2355,-109,-1,7,1,0,1,0,61,1
20,2162,108,0,7,1,0,1,0,61,1
21,704,-1767,-1,5,1,0,1,0,50,1
22,2086,305,0,7,1,0,2,0,55,1
23,4298,3166,3,10,1,0,2,0,74,1
24,3795,4875,4,10,2,0,2,0,49,1
25,4847,6364,4,11,2,0,2,0,61,1
26,6947,10955,7,12,2,1,2,0,68,1
27,10267,14957,8,16,2,1,4,0,92,1
28,11298,14707,8,15,2,1,6,2,107,1
29,11298,14707,8,15,2,1,6,2,107,1
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,62,190,0,0,0,0,0,0,5,1
3,-311,-246,0,-1,0,0,0,0,-5,1
4,-340,-125,0,-2,0,0,0,0,2,1
5,-288,-655,-1,-2,0,0,0,0,-13,1
6,-364,-883,-2,-2,0,0,0,0,-19,1
7,324,-353,1,-1,-1,0,0,0,-16,1
8,721,-214,0,0,-1,0,0,0,-24,1
9,1032,-245,0,1,-1,0,0,0,-32,1
10,1312,212,1,1,-1,0,0,0,-27,1
11,-592,-1494,-2,-1,-1,0,0,0,-43,1
12,-1301,-2269,-2,-2,-1,0,0,0,-45,1
13,-1331,-1999,-2,-1,-2,0,-1,0,-45,1
14,-444,-522,-2,0,-2,0,-1,0,-36,1
15,-1116,-785,-1,1,-2,0,-3,0,-49,1
16,-1130,-498,-2,1,-2,0,-3,0,-50,1
17,-540,-566,-1,2,-2,0,-3,0,-42,1
18,1684,2256,2,5,-3,0,-2,0,-31,1
19,3292,3177,3,6,-3,0,0,0,-30,1
20,2288,4317,4,4,-3,0,0,0,-21,1
21,2366,435,1,4,-3,0,0,0,-22,1
22,2132,-278,1,4,-3,0,0,0,-40,1
23,2959,1163,1,5,-3,0,0,0,-31,1
24,4009,1793,1,7,-3,0,0,0,-27,1
25,4298,1679,2,7,-2,0,0,0,-27,1
26,4873,2967,2,10,-2,0,0,0,-34,1
27,6303,5729,3,12,-2,0,0,0,-16,1
28,8772,10920,6,14,-2,1,0,0,-8,1
29,7461,10312,7,15,-2,1,0,0,-10,1
30,6922,7775,5,14,-2,1,1,0,-16,1
31,8380,10252,7,17,-1,1,1,0,-14,1
32,8084,10081,5,16,-1,1,1,0,2,1
33,5841,8731,4,16,-1,1,-1,-1,2,1
34,7307,11074,6,19,-1,1,-1,-1,-2,1
35,9988,15714,5,19,-1,2,-1,-1,35,1
36,12936,18362,8,22,-1,2,1,0,47,1
0,0,0,0,0,0,0,0,0,0,1
1,25,-40,0,0,0,0,0,0,1,1
2,21,25,0,0,0,0,0,0,2,1
3,-28,-386,-2,0,0,0,0,0,-3,1
4,-6,-508,0,0,0,0,0,0,-5,1
5,69,36,-1,0,0,0,0,0,4,1
6,467,-427,-1,1,0,0,0,0,-6,1
7,1842,-148,0,4,0,0,0,0,-12,1
8,1853,-120,0,4,0,0,0,0,-6,1
9,2356,-95,-1,5,0,0,0,0,-6,1
10,2576,-354,0,5,0,0,0,0,-2,1
11,3101,231,1,5,0,0,0,0,14,1
12,4672,1052,2,8,0,0,1,0,18,1
13,5236,1431,0,9,0,0,1,0,23,1
14,4099,466,1,9,0,0,0,0,10,1
15,5350,1351,1,10,0,0,1,0,24,1
16,3982,262,0,9,0,0,0,0,15,1
17,3011,-666,0,7,-1,0,0,0,23,1
18,3329,871,0,7,-1,0,0,0,36,1
19,3538,49,0,7,-1,0,0,0,45,1
20,4408,1,1,8,-1,0,1,0,42,1
21,3685,2098,2,7,-1,0,1,0,40,1
22,3842,1803,1,7,-1,0,1,0,41,1
23,2882,705,1,6,0,0,1,0,33,1
24,3398,1954,3,5,0,0,1,0,71,1
25,3029,1256,0,5,0,0,1,0,58,1
26,3678,2006,1,5,0,0,1,0,77,1
27,7338,7414,4,7,0,1,2,0,88,1
28,8658,8449,6,9,0,1,2,0,89,1
29,12958,12246,8,14,1,1,5,2,100,1
30,13360,12621,8,14,1,1,6,2,100,1
0,0,0,0,0,0,0,0,0,0,1
1,-455,-26,0,-1,0,0,0,0,0,1
2,-490,-129,0,-1,0,0,0,0,-4,1
3,-303,254,0,-1,0,0,0,0,7,1
4,-1021,-616,-1,-3,0,0,0,0,-6,1
5,-1190,-1081,-1,-3,0,0,0,0,-11,1
6,-1403,-1493,-4,-3,0,0,0,0,-24,1
7,-1165,-1391,-1,-3,0,0,0,0,-18,1
8,-598,-393,-1,-2,0,0,0,0,-16,1
9,115,136,-1,-1,0,0,0,0,-11,1
10,-1555,-976,0,-3,0,0,0,0,-26,1
11,-2361,-2400,-2,-4,0,0,0,0,-46,1
12,-1890,-1276,0,-4,-1,0,0,0,-22,1
13,-2491,-2082,-2,-5,-1,0,0,0,-37,1
14,-2978,-1932,-1,-6,-1,0,0,0,-42,1
15,-2352,-2406,-2,-5,-1,0,0,0,-52,1
16,-1928,-1467,0,-5,-1,0,0,0,-46,1
17,-2534,-1672,-1,-5,-1,0,-2,0,-50,1
18,511,1002,1,-2,-2,0,-1,0,-26,1
19,1594,-547,0,-2,-2,0,1,0,-51,1
20,3810,2511,3,2,-2,0,1,0,-33,1
21,3808,3299,2,3,-2,0,1,0,-58,1
22,3220,6166,5,3,-2,0,1,0,-64,1
23,2975,3991,2,2,-3,0,2,0,-74,1
24,1970,3243,2,0,-3,0,2,0,-67,1
25,2311,3623,3,0,-3,0,2,0,-60,1
26,2859,4309,4,2,-3,0,2,0,-70,1
27,5762,7604,4,6,-3,0,5,1,-75,1
28,5763,7604,4,6,-3,0,5,1,-75,1
